Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
-1.7314597647918772,-0.997163528593483,-0.8770048363210593,0,3.3669105570952675,2.7443807281109063,0,0,0,0,0,0,0,0,0,0,0,0,-0.06725371171123777,-0.5067184252539721,-0.3755370142911952,-1.1634881302484883,0,0,0,0,0,0.05663941461538438,0,0,0,0,0,0,0,0.4311708482619663,0,-0.2940229229794508,-0.2691797592956107,0.06444434325431742,0,0,0,0,1.267003337699396,-0.7831853135907442,-0.10100493596546713,0.3092650614142043,1.0840643982138038,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0,0.35416673338464155,0,2.1621800494542995,0,0,-0.7305105004155094,0,0.3066990922580224,0.25668446752231794,0,0,0,0.9201213073107155,0.2144086130638208,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,0,0,-0.08942227838639759,-0.4480574389864128,1.6784989953969243,0,0,215000
-1.7302774774823573,-0.996904173246639,-0.8770048363210593,1,0.5054633782926524,0.18709726495376833,0,0,1,0,0,1,0,0,1,0,0,0,-0.776078802768527,0.39309065716671826,-0.34246844868822607,-1.11554196603662,1,0,1,1,1,-0.5712423411944665,0,0,0,0,1,1,1,0.055705898152276445,1,0.557490170276939,-0.6583962951208494,-0.38508093687937356,0,1,0,0,-0.6726430144946557,-0.7831853135907442,-0.10100493596546713,-1.1944270494036793,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,0,-0.9175348950675649,0,-0.9251433155072492,0,0,-0.690223017150481,1,-1.0085595332525896,1.1963367366010973,0,0,1,0.3660608207986128,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,1.8545298777215957,-0.06303104887737992,0,0,0,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,0,0,105000
-1.7290951901728373,-0.9968990327749095,-0.8770048363210593,0,0.5523723484369576,0.5228137013271369,0,0,0,0,0,0,0,0,0,0,0,0,-0.06725371171123777,0.39309065716671826,-0.4416741454971335,-1.2593804586722255,0,0,2,2,1,0.03421506619360399,0,0,0,0,1,1,2,1.0547500636488194,0,-0.2940229229794508,-0.34884396253469463,0.6297564379678985,0,1,0,0,0.4324449730053764,-0.7831853135907442,-0.10100493596546713,-0.33771825468770084,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,1,-0.2816840808414617,0,-0.9251433155072492,0,0,-0.8110854669455659,1,-1.0085595332525896,-0.7480922162450897,0,0,1,2.3685937220494977,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,0,1,21.98572513839976,-0.07960156016794817,1.6784989953969243,0,0,172000
-1.7279129028633176,-0.9968883278750195,-0.8770048363210593,0,1.1152799901686197,0.1284579479010287,0,0,1,0,0,0,0,0,0,0,0,0,0.6415713793460515,-0.5067184252539721,-0.11098848946744196,-0.7799188165535402,0,0,0,3,1,-0.5712423411944665,1,0,0,0,1,1,2,1.366539671342246,0,-0.2940229229794508,1.1055967766017234,2.4028839318285686,0,2,0,0,2.425686816510053,-0.7831853135907442,-0.10100493596546713,1.207523243402782,1.0840643982138038,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,2,0.9900175476107448,0,2.1621800494542995,1,0,-0.40821063429528276,0,0.3066990922580224,0.2287740040843344,0,0,1,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,0,0,-0.08942227838639759,-0.8165133178048775,1.6784989953969243,0,0,244000
-1.7267306155537976,-0.9929032434099647,0.06128506113503774,0,0.2240095574268214,0.46734750749153686,0,0,0,0,0,1,0,1,0,0,0,1,-0.776078802768527,-0.5067184252539721,0.8479999130186635,0.6584661098025154,1,0,1,1,1,-0.5712423411944665,0,0,1,1,1,1,3,0.7649174705816906,0,-0.2940229229794508,-0.9611202674293683,-0.28064577078770797,0,3,0,0,-0.5909736944022747,0.8534315587051652,-0.10100493596546713,0.2558444206351479,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,0,-0.2816840808414617,0,0.6185183669735254,1,0,0.7601263803905386,0,0.3066990922580224,0.04270424783111075,0,0,1,0.935951606925347,-0.20057906277442825,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,0,0,-0.08942227838639759,-1.184969196623342,1.6784989953969243,0,0,189900
-1.7255483282442778,-0.9929031374208569,0.06128506113503774,0,0.4116454380040421,-0.02156731780533106,0,0,0,0,0,1,0,1,0,0,0,1,-0.06725371171123777,0.39309065716671826,0.8810684786216327,0.6584661098025154,1,0,1,1,1,-0.4591205990855646,0,0,1,0,1,1,3,0.34992989414466497,0,-0.2940229229794508,-0.5354858101234056,-0.2851864301829978,0,2,0,0,-0.5960780269080485,0.7997337155342581,-0.10100493596546713,0.20638086435824385,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,1,0.35416673338464155,0,0.6185183669735254,0,0,0.8004138636555669,0,0.3066990922580224,-0.01311667904485634,0,0,1,2.107393778408078,-0.17093708592883902,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,0,0,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,0,0,195500
-1.7243660409347579,-0.9927859134676041,1.4687199073191832,0,-1.3239864573352491,-0.6635536070970127,0,0,1,0,0,1,0,2,0,0,1,0,1.3503964704033409,-0.5067184252539721,0.9802741754305402,0.802304602438121,1,0,3,4,1,-0.5712423411944665,1,0,1,1,1,2,3,0.38066971462148164,0,-0.2940229229794508,0.370409986709606,0.6501894052467027,0,2,0,0,0.4554144692813586,-0.7831853135907442,-0.10100493596546713,-0.31991137442801537,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,1,-0.2816840808414617,0,-0.9251433155072492,0,0,0.9212763134506519,0,0.3066990922580224,0.5078786384641698,0,0,1,-0.7420601522255925,-0.704492669149445,2.292105426627756,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,0,0,-0.08942227838639759,-0.8165133178048775,1.6784989953969243,0,0,213500
-1.723183753625238,-0.9926908942324405,1.4687199073191832,0,-1.2301685170466388,-0.6527649881587382,0,0,0,1,0,1,0,2,0,0,1,0,1.3503964704033409,-0.5067184252539721,0.6826570850038177,0.37078912453130425,1,0,4,5,1,-0.5712423411944665,1,0,1,1,1,1,2,-0.39441290168682536,0,-0.2940229229794508,1.0418654140104564,0.5185102827832982,0,2,0,0,0.3073888266139178,-0.7831853135907442,-0.10100493596546713,-0.4346668249904328,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,1,-0.9175348950675649,0,-0.9251433155072492,0,0,0.558688964065397,2,0.3066990922580224,0.15434610158304493,0,0,1,-0.7420601522255925,0.510828381519713,-0.3588380041723937,-0.1031343162481333,2.282506737995107,-0.06303104887737992,0,0,0,-0.08942227838639759,-1.9218809542602713,1.6784989953969243,0,0,191500
-1.7220014663157182,-0.9926858597498188,1.4687199073191832,0,-1.4178043976238595,-0.604025815543474,0,0,0,0,0,1,0,2,0,0,1,0,1.3503964704033409,-0.5067184252539721,0.7818627818127252,0.5625737813787783,1,0,3,4,1,-0.5712423411944665,1,0,1,1,1,1,3,1.619045339544669,0,-0.2940229229794508,-0.32835888170178734,1.233664137541443,0,2,0,0,1.1649166875839196,-0.7831853135907442,-0.10100493596546713,0.2301233713711578,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,1,-0.9175348950675649,0,0.6185183669735254,1,0,0.6795514138604819,2,0.3066990922580224,0.6288239800287653,0,0,1,1.1338303521082407,1.5482975711153357,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,0,0,-0.08942227838639759,-1.184969196623342,1.6784989953969243,0,0,236500
-1.7208191790061982,-0.992600538518021,0.06128506113503774,0,-0.43271602459345093,-0.3360872910882072,0,0,1,0,0,1,0,1,0,0,0,1,0.6415713793460515,-0.5067184252539721,0.9141370442246018,0.7064122740143839,1,0,1,1,1,-0.5712423411944665,0,0,1,0,1,1,4,-0.9718823863584536,0,-0.2940229229794508,0.9895146518819155,-0.13080401074314432,0,3,0,0,-0.3357570691135836,1.0285332212189928,-0.10100493596546713,0.6020893145734764,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,1,0.35416673338464155,0,0.6185183669735254,1,0,0.8407013469205953,0,0.3066990922580224,-0.1433655084221129,0,0,1,0.3660608207986128,0.1847666362182316,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,0,0,0,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,0,0,189000
